#ONTOLOGY	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0050900	leukocyte migration	61/2074	396/18888	0.154040404	1.40285205	2.845454026	0.004021584	0.047139686	0.039277461	ECM1/TREM2/STK39/PLA2G7/IL34/CCL14/S100A14/EXT1/CXCR2/IL12A/SERPINE1/FADD/TNFRSF18/ST3GAL4/OXSR1/MSN/PGF/CXCL8/DUSP1/CXCL11/LGALS3/TNFAIP6/ITGA7/CXCL10/CH25H/TRPM2/S100A9/CTSG/LYVE1/MADCAM1/CCL19/CCL7/ZP3/SLAMF8/CHST2/APOD/TACR1/IL33/GCSAML/XCL1/SMPD3/CCL26/ADGRE2/S100A8/RAC3/LEP/IL1B/EDN3/CX3CR1/KIT/HOXA7/SCG2/PLA2G1B/ITGA9/CHGA/DPP4/ADD2/C5AR1/PPBP/TNFSF18/S100A7	61
BP	GO:0019372	lipoxygenase pathway	5/2074	11/18888	0.454545455	4.139563426	3.65804851	0.004152313	0.048098308	0.040076198	HPGD/ALOX12/ALOX15B/ALOXE3/ALOX15	5
BP	GO:0042167	heme catabolic process	5/2074	11/18888	0.454545455	4.139563426	3.65804851	0.004152313	0.048098308	0.040076198	BLVRB/ABCC1/SLCO1B1/SLCO1B3/AMBP	5
BP	GO:0046149	pigment catabolic process	5/2074	11/18888	0.454545455	4.139563426	3.65804851	0.004152313	0.048098308	0.040076198	BLVRB/ABCC1/SLCO1B1/SLCO1B3/AMBP	5
BP	GO:0051987	positive regulation of attachment of spindle microtubules to kinetochore	5/2074	11/18888	0.454545455	4.139563426	3.65804851	0.004152313	0.048098308	0.040076198	KAT2B/CDCA8/AURKB/BIRC5/CCNB1	5
BP	GO:0071313	cellular response to caffeine	5/2074	11/18888	0.454545455	4.139563426	3.65804851	0.004152313	0.048098308	0.040076198	RYR1/CASQ2/TMEM38B/RYR2/SLC8A1	5
BP	GO:1901731	positive regulation of platelet aggregation	5/2074	11/18888	0.454545455	4.139563426	3.65804851	0.004152313	0.048098308	0.040076198	MMRN1/MFSD2B/CTSG/IL6ST/EMILIN2	5
BP	GO:0060048	cardiac muscle contraction	27/2074	145/18888	0.186206897	1.695793569	2.953896019	0.004175573	0.048272899	0.040221671	GPD1L/EHD3/HSP90AA1/KCNA5/GSN/ATP1A2/SCN5A/CALM1/CASQ2/NUP155/SCN8A/TMEM38B/CACNB2/ANK2/HRC/ATP1B1/SCN2B/GJC1/SCN2A/RYR2/SLC8A1/MYL2/KCNE2/DMD/CHGA/TNNI3/GATA4	27
BP	GO:0001666	response to hypoxia	50/2074	313/18888	0.159744409	1.454798648	2.849556466	0.004241051	0.048933927	0.040772448	LOXL2/HSP90B1/TREM2/STC2/RYR1/KCNA5/ANGPT2/TGFBR3/CBS/PLOD1/PGF/PLOD2/VASN/BRIP1/RORA/ALAD/SLC2A1/DDAH1/CITED2/AQP3/CA9/KCND2/KCNMB1/P2RX3/PLEKHN1/SLC6A4/NPEPPS/MYOCD/UCP3/NOS2/FOS/SLC2A4/ITPR1/EGR1/ABAT/SCN2A/KCNMA1/LEP/RYR2/CPEB2/HIF3A/ANG/NDNF/CYSLTR1/PTGIS/CHRNB2/SOD3/DPP4/ARNT2/PPARG	50
BP	GO:0007626	locomotory behavior	35/2074	202/18888	0.173267327	1.577952395	2.900413547	0.004250891	0.048951665	0.040787228	CSTB/GRIN2D/HPRT1/LRRK2/EN1/MEIS1/DRD4/ATP1A2/SLURP1/HOXD10/UCHL1/NEGR1/CLN8/NKX2-1/KCND2/PPT1/IDO1/EGR1/ADCY5/ABAT/GNG7/DRD1/GAD1/RELN/LGI4/SELENOP/SLC18A2/LRRTM1/ZIC1/HPGDS/DMRT3/CHRNB2/USP2/DPP4/HOXB8	35
BP	GO:0022604	regulation of cell morphogenesis	41/2074	246/18888	0.166666667	1.517839923	2.871224662	0.004302982	0.049454931	0.041206556	PLXNA1/SHROOM3/EPB41L3/KANK1/FMNL2/CPNE6/C15orf62/PRKDC/SH3D19/MSN/GNA12/STRIP2/TIAM1/BAMBI/PALMD/MYO10/PLXNA2/ITGA7/COCH/RASAL1/CAPZB/SPARC/FBLIM1/PLXNC1/CCL7/DVL3/CLDN4/ITSN2/FN1/RELN/RAC3/SYT1/SEMA3E/ITPKA/RIMS1/KIT/CACNG7/PLXNA4/CUX2/GAS2/SYNE3	41
CC	GO:0062023	collagen-containing extracellular matrix	110/2183	428/19894	0.257009346	2.34216396	9.85472627	4.94E-18	3.10E-15	2.55E-15	COL10A1/CTHRC1/COL1A1/MFAP2/COL5A2/THSD4/LRRC15/ECM1/LOXL2/HSP90B1/COL1A2/ELN/LAMC2/CSTB/COL11A1/HSP90AA1/COL5A1/SERPINB6/SULF1/COL3A1/ANXA11/P3H1/AGRN/LAMB3/TGFBI/FLG/CLEC3B/SERPINE1/VCAN/LAMA1/ANGPT2/SOST/COL7A1/MATN3/COL8A1/COL12A1/LUM/LGALS1/LGALS3/HTRA1/ANGPTL1/ITGB4/ITIH5/MMRN1/FBN2/THBS2/FGF10/PRSS1/DPT/LAMB1/COCH/MYOC/NID2/ASPN/CFP/PCOLCE/CASK/CTSZ/PLOD3/MXRA5/S100A9/TIMP1/CTSG/SPARC/COL9A2/ANGPTL5/COL5A3/ANGPTL7/COL6A1/LGALS4/ZP3/ABI3BP/PTPRZ1/MMP8/CDH13/COL6A3/NCAM1/ADAMTS2/EMILIN2/COL9A3/PRELP/FN1/NTN1/COL16A1/ADAMDEC1/S100A8/EGFL6/SERPINB8/SLPI/NTN4/COL24A1/P3H2/CBLN1/MMP9/COL4A5/ANG/AZGP1/LOXL4/GPC3/COL2A1/IGFBPL1/TGM4/SMOC1/SOD3/ADAMTS3/CILP/PODN/F13A1/AMBP/S100A7	110
CC	GO:0045177	apical part of cell	93/2183	468/19894	0.198717949	1.810945887	6.232733785	8.30E-09	1.81E-06	1.49E-06	LRRC15/LMO7/STK39/SLC5A12/SORBS2/HSP90AA1/SHROOM3/UPK1A/FXYD1/SCNN1B/ASPM/KCNA5/ATP6V0D2/SNX10/DUOX1/CEACAM1/FAT1/SLC19A1/MAL/MSN/ERBB3/ITPR3/MUC1/SLC26A6/SLCO1A2/OTOA/MYO1B/SAPCD2/AJAP1/OCLN/SLC39A6/CTSK/ACVR1/SLC2A1/TF/SLC7A11/MYO5B/EPCAM/SLC22A4/RAB27B/F2RL2/SLC16A1/CFTR/ATP4B/CNKSR3/ANK2/ATP1B1/SLC39A10/PLD1/SLC26A2/MYO6/ATP6V0A4/SLC39A4/NPC1L1/CLDN4/MYO7A/PDGFRB/MAL2/SLC6A8/P2RY6/PTH1R/FOLR1/FN1/SLC44A4/KCNMA1/BST2/CDHR5/ATP4A/UPK2/AQP10/OSMR/SLC7A8/DUOXA2/ABCC1/KL/VANGL2/SCNN1A/MUC20/SLC29A4/KCNE2/SLC39A14/FRMPD2/PROM1/CPO/SLC5A1/CLDN1/DPP4/S100G/C5AR1/DUOX2/AQP5/UPK1B/ACY3	93
CC	GO:0016324	apical plasma membrane	83/2183	402/19894	0.206467662	1.881570161	6.268984194	8.68E-09	1.81E-06	1.49E-06	LRRC15/LMO7/STK39/SLC5A12/SORBS2/HSP90AA1/SHROOM3/UPK1A/FXYD1/SCNN1B/ASPM/KCNA5/ATP6V0D2/DUOX1/CEACAM1/FAT1/SLC19A1/MAL/MSN/ERBB3/MUC1/SLC26A6/SLCO1A2/OTOA/SAPCD2/AJAP1/OCLN/SLC39A6/CTSK/SLC2A1/TF/EPCAM/SLC22A4/RAB27B/F2RL2/SLC16A1/CFTR/ATP4B/CNKSR3/ANK2/ATP1B1/SLC39A10/PLD1/SLC26A2/ATP6V0A4/SLC39A4/NPC1L1/CLDN4/MYO7A/PDGFRB/MAL2/SLC6A8/P2RY6/PTH1R/FOLR1/FN1/SLC44A4/KCNMA1/BST2/CDHR5/ATP4A/UPK2/AQP10/OSMR/SLC7A8/ABCC1/KL/VANGL2/SCNN1A/MUC20/SLC29A4/KCNE2/SLC39A14/PROM1/CPO/SLC5A1/CLDN1/DPP4/S100G/DUOX2/AQP5/UPK1B/ACY3	83
CC	GO:0098644	complex of collagen trimers	13/2183	21/19894	0.619047619	5.64147198	7.47117883	2.81E-08	4.40E-06	3.62E-06	COL10A1/COL1A1/COL5A2/COL1A2/COL11A1/COL5A1/COL3A1/COL7A1/COL8A1/LUM/COL5A3/COL4A5/COL2A1	13
CC	GO:0005788	endoplasmic reticulum lumen	67/2183	313/19894	0.214057508	1.950737546	5.95210862	5.53E-08	6.93E-06	5.71E-06	COL10A1/SPP1/COL1A1/COL5A2/HSP90B1/COL1A2/STC2/COL11A1/EVA1A/F10/COL5A1/COL3A1/P3H1/CERCAM/PCSK9/MELTF/IGFBP3/ARSF/PDIA4/IL12A/P4HA1/VCAN/COL7A1/MATN3/RCN3/CASQ2/COL8A1/COL12A1/RCN1/LGALS1/PLAUR/P4HA2/MINPP1/LAMB1/GPX7/TF/CFP/QSOX1/CTSZ/PLOD3/SRL/CHRDL1/TIMP1/MXRA8/HRC/COL9A2/PROC/COL5A3/COL6A1/DMP1/COL6A3/COL9A3/VGF/FN1/COL16A1/ADAMTSL1/CASQ1/COL24A1/WNT7A/P3H2/BPIFB2/COL4A5/GPC3/SCG2/COL2A1/FMO1/NOTUM	67
CC	GO:0001533	cornified envelope	22/2183	60/19894	0.366666667	3.34148725	6.377019363	1.55E-07	1.43E-05	1.18E-05	SCEL/PPL/FLG/KAZN/TGM1/CNFN/CDSN/SERPINB2/SPRR3/CASP14/SPRR2D/SPRR2A/TCHH/DSC1/DSG3/KRT17/IVL/SPRR2G/KRT2/SPRR1A/CST6/SPRR1B	22
CC	GO:0000940	outer kinetochore	12/2183	20/19894	0.6	5.467888227	7.018270819	1.60E-07	1.43E-05	1.18E-05	CENPF/BUB1B/SPC25/NUF2/SKA1/SPDL1/KNL1/ZWINT/BUB1/NDC80/SKA3/CCNB1	12
CC	GO:0005581	collagen trimer	27/2183	86/19894	0.313953488	2.861104305	6.072326198	2.57E-07	2.01E-05	1.66E-05	COL10A1/CTHRC1/COL1A1/COL5A2/C1QTNF6/COL1A2/COL11A1/C1QL4/COL5A1/COL3A1/COL7A1/COL8A1/COL12A1/LUM/C1QTNF7/COL9A2/COL5A3/C1QTNF2/COL6A1/COL6A3/EMILIN2/COL9A3/COL16A1/COL24A1/COL4A5/EMID1/COL2A1	27
CC	GO:0005583	fibrillar collagen trimer	9/2183	12/19894	0.75	6.834860284	7.098171975	3.67E-07	2.30E-05	1.89E-05	COL1A1/COL5A2/COL1A2/COL11A1/COL5A1/COL3A1/LUM/COL5A3/COL2A1	9
CC	GO:0098643	banded collagen fibril	9/2183	12/19894	0.75	6.834860284	7.098171975	3.67E-07	2.30E-05	1.89E-05	COL1A1/COL5A2/COL1A2/COL11A1/COL5A1/COL3A1/LUM/COL5A3/COL2A1	9
CC	GO:0070160	tight junction	33/2183	131/19894	0.251908397	2.295678263	5.223503056	3.52E-06	0.000196619	0.000162003	AFDN/ECT2/CDK4/USP53/CGNL1/AMOTL2/MAGI3/WNK4/SAPCD2/ADCYAP1R1/TJP2/OCLN/ESAM/CLDN17/CLDN7/EPCAM/CLDN20/MARVELD3/CGN/MXRA8/FRMD4B/MAGI1/CLDN4/CLDN5/CLDN16/FRMPD2/CLDN6/CLDN1/POF1B/CLDN22/CLDN18/CLDN11/CLDN10	33
CC	GO:0005604	basement membrane	26/2183	92/19894	0.282608696	2.5754546	5.317417319	3.93E-06	0.000196619	0.000162003	LOXL2/LAMC2/COL5A1/AGRN/LAMB3/TGFBI/LAMA1/COL7A1/COL8A1/ITGB4/THBS2/LAMB1/NID2/CASK/TIMP1/SPARC/COL6A1/FN1/NTN1/EGFL6/NTN4/P3H2/COL4A5/ANG/COL2A1/SMOC1	26
CC	GO:0005923	bicellular tight junction	32/2183	126/19894	0.253968254	2.314450043	5.196410589	4.08E-06	0.000196619	0.000162003	ECT2/CDK4/USP53/CGNL1/AMOTL2/MAGI3/WNK4/SAPCD2/ADCYAP1R1/TJP2/OCLN/ESAM/CLDN17/CLDN7/EPCAM/CLDN20/MARVELD3/CGN/MXRA8/FRMD4B/MAGI1/CLDN4/CLDN5/CLDN16/FRMPD2/CLDN6/CLDN1/POF1B/CLDN22/CLDN18/CLDN11/CLDN10	32
CC	GO:0000779	"condensed chromosome, centromeric region"	41/2183	181/19894	0.226519337	2.064304027	5.049915364	4.65E-06	0.000208059	0.000171429	CBX3/KIF2C/KNSTRN/CENPF/BUB1B/SPAG5/KAT2B/NEK2/AURKB/HJURP/CENPA/CDC20/KNTC1/MTBP/BIRC5/SPC25/SGO2/NUF2/SKA1/CENPN/CENPE/SPDL1/KIF18A/KNL1/ZWINT/BUB1/CENPL/NDC80/ERCC6L/MAD2L1/CENPQ/CLIP1/CDT1/NCAPD2/CENPH/DYNLT3/SKA3/CENPK/CCNB1/DYNC1I1/CENPV	41
CC	GO:0097060	synaptic membrane	73/2183	397/19894	0.183879093	1.675717215	4.774542995	6.47E-06	0.000270073	0.000222525	CHRNA1/SLC6A1/GPR158/HTR3B/GRIN2D/TENM2/CACNG4/FCHO2/CNIH3/TIAM1/NETO2/SYNDIG1/LRFN1/NETO1/CNTNAP2/SCN8A/CNTN5/IL31RA/NRCAM/UNC13B/SLC6A2/CDH8/KCND2/GABRR1/RGS7BP/CASK/SLC6A4/ANK2/MUSK/GRIA3/EFNB1/STX19/GRIA2/ADGRB3/CHRM1/DDN/CHRNA6/ITSN2/GABBR2/DRD1/SCN2A/KCNMA1/DGKB/NLGN3/DAGLA/ATP2B3/SYT1/PCDH8/CHRM2/GRIK3/RIMS1/CBLN1/LRRTM1/ADAM23/KCNH1/KCNQ5/FAIM2/LRFN5/KCTD8/IGSF9B/NLGN1/UTRN/CACNG7/CHRNB2/NLGN4X/PRRT1/DMD/DLG2/GABRG3/NRXN2/DCC/FLRT3/CPLX3	73
CC	GO:0043292	contractile fiber	51/2183	250/19894	0.204	1.859081997	4.798937871	8.74E-06	0.000342016	0.000281802	TMOD3/SORBS2/KAT2B/RYR1/PDLIM2/KCNA5/LDB3/PGM5/KCTD6/SCN5A/CALM1/CASQ2/AHNAK/PRICKLE4/MYL5/SLC2A1/CSRP1/MYOZ1/SCN8A/NEBL/SYNM/LMOD1/CAPZB/MYOM1/NEB/MYH11/CFL2/ANK2/HRC/IDO1/NEXN/COL6A1/MYL9/FLNC/SYNPO2/TPM2/KLHL41/JPH2/CASQ1/RYR2/ACTL8/ABRA/DES/SLC8A1/MYL2/ACTA1/MYOM3/DMD/TNNI3/MYBPC2/KRT8	51
CC	GO:0043296	apical junction complex	35/2183	150/19894	0.233333333	2.126400977	4.861570013	1.14E-05	0.000419278	0.000345462	ECT2/SHROOM3/CDK4/USP53/CGNL1/AMOTL2/MAGI3/WNK4/SAPCD2/ADCYAP1R1/TJP2/PLEKHA7/OCLN/ESAM/CLDN17/CLDN7/EPCAM/CLDN20/MARVELD3/CGN/MXRA8/FRMD4B/MAGI1/CLDN4/CLDN5/CLDN16/FRMPD2/CLDN6/CLDN1/SORBS1/POF1B/CLDN22/CLDN18/CLDN11/CLDN10	35
CC	GO:0000776	kinetochore	38/2183	170/19894	0.223529412	2.037056398	4.767435288	1.41E-05	0.00049052	0.000404161	KIF2C/KNSTRN/CENPF/BUB1B/SPAG5/KAT2B/NEK2/AURKB/HJURP/CDC20/KNTC1/MTBP/BIRC5/SPC25/SGO2/NUF2/SKA1/CENPN/CENPE/SPDL1/KIF18A/KNL1/ZWINT/BUB1/CENPL/NDC80/ERCC6L/MAD2L1/CENPQ/CLIP1/CDT1/CENPH/DYNLT3/SKA3/CENPK/CCNB1/DYNC1I1/CENPV	38
CC	GO:0034702	monoatomic ion channel complex	64/2183	344/19894	0.186046512	1.695469218	4.568138056	1.61E-05	0.000529365	0.000436168	TTYH3/CHRNA1/LRRC8D/HTR3B/GRIN2D/RYR1/SCNN1B/CNGB3/KCNA5/KCNAB1/KCNIP4/SCN5A/CLIC3/CALM1/CASQ2/CACNG4/CLCN2/SLC26A6/CNIH3/CNGA1/CNTNAP2/SCN8A/KCNS3/STXBP5/KCNMB3/CLDN17/KCND2/GABRR1/KCNMB1/KCNMB2/CFTR/CACNB2/PKD2L1/LRRC26/GRIA3/KCNQ4/CNGA3/GRIA2/CLDN4/CHRNA6/SESTD1/KCNG3/SCN2B/CPT1C/KCNA7/SCN2A/KCNMA1/SCNN1A/CTTN/RYR2/KCNK7/GRIK3/AKAP6/LRRC38/KCNH1/KCNQ5/TPCN2/CNGB1/KCNK15/CACNG7/KCNE2/CHRNB2/DLG2/GABRG3	64
CC	GO:0045211	postsynaptic membrane	54/2183	276/19894	0.195652174	1.783007031	4.598840053	1.70E-05	0.000532372	0.000438646	CHRNA1/SLC6A1/GPR158/HTR3B/GRIN2D/TENM2/CACNG4/CNIH3/TIAM1/NETO2/SYNDIG1/LRFN1/NETO1/SCN8A/NRCAM/KCND2/GABRR1/RGS7BP/SLC6A4/ANK2/MUSK/GRIA3/GRIA2/ADGRB3/CHRM1/DDN/CHRNA6/GABBR2/DRD1/KCNMA1/DGKB/NLGN3/DAGLA/PCDH8/CHRM2/GRIK3/CBLN1/LRRTM1/KCNH1/FAIM2/LRFN5/KCTD8/IGSF9B/NLGN1/UTRN/CACNG7/CHRNB2/NLGN4X/PRRT1/DMD/DLG2/GABRG3/DCC/FLRT3	54
CC	GO:0032432	actin filament bundle	25/2183	95/19894	0.263157895	2.398196591	4.795831119	2.33E-05	0.000648832	0.000534602	FSCN1/ABLIM1/FAM107A/ABLIM3/PDLIM2/LDB3/ROR1/PGM5/FHOD1/RAI14/PRICKLE4/NEBL/DIAPH3/FBLIM1/RFLNB/MYL9/MYLK/SYNPO2/PLS1/DIXDC1/ACTL8/ACTA1/GAS2/SORBS1/XIRP1	25
CC	GO:0045121	membrane raft	55/2183	286/19894	0.192307692	1.752528278	4.500333092	2.38E-05	0.000648832	0.000534602	CHP1/TREM2/SULF1/MALL/FXYD1/KCNA5/LRRK2/MAPT/KIF18A/ATP1A2/SCN5A/OLR1/PRNP/MAL/AHNAK/ADCYAP1R1/GAB2/RTN4R/RAB5A/SLC39A6/SLC2A1/SCARB1/IRS1/KCND2/CAV2/PPT1/SLC6A4/MME/ITLN1/EFNB1/SLC2A4/CDH15/IL6ST/CD1A/CDH13/MAL2/CD14/PLPP2/BAALC/EPHB1/KCNMA1/BST2/HPSE/RTN4RL2/AKAP6/FAIM2/HAS2/PTGIS/SORBS1/CHRNB2/DMD/DPP4/ADD2/LY6K/MS4A1	55
CC	GO:0030017	sarcomere	45/2183	219/19894	0.205479452	1.872564461	4.558455035	2.38E-05	0.000648832	0.000534602	TMOD3/SORBS2/KAT2B/RYR1/PDLIM2/KCNA5/LDB3/PGM5/KCTD6/SCN5A/CALM1/CASQ2/PRICKLE4/SLC2A1/CSRP1/MYOZ1/SCN8A/NEBL/LMOD1/CAPZB/MYOM1/NEB/CFL2/ANK2/HRC/NEXN/MYL9/FLNC/SYNPO2/TPM2/KLHL41/JPH2/CASQ1/RYR2/ACTL8/ABRA/DES/SLC8A1/MYL2/ACTA1/MYOM3/DMD/TNNI3/MYBPC2/KRT8	45
CC	GO:0098857	membrane microdomain	55/2183	287/19894	0.191637631	1.746421908	4.471726354	2.63E-05	0.000680418	0.000560627	CHP1/TREM2/SULF1/MALL/FXYD1/KCNA5/LRRK2/MAPT/KIF18A/ATP1A2/SCN5A/OLR1/PRNP/MAL/AHNAK/ADCYAP1R1/GAB2/RTN4R/RAB5A/SLC39A6/SLC2A1/SCARB1/IRS1/KCND2/CAV2/PPT1/SLC6A4/MME/ITLN1/EFNB1/SLC2A4/CDH15/IL6ST/CD1A/CDH13/MAL2/CD14/PLPP2/BAALC/EPHB1/KCNMA1/BST2/HPSE/RTN4RL2/AKAP6/FAIM2/HAS2/PTGIS/SORBS1/CHRNB2/DMD/DPP4/ADD2/LY6K/MS4A1	55
CC	GO:0030016	myofibril	48/2183	240/19894	0.2	1.822629409	4.501319544	2.72E-05	0.000680418	0.000560627	TMOD3/SORBS2/KAT2B/RYR1/PDLIM2/KCNA5/LDB3/PGM5/KCTD6/SCN5A/CALM1/CASQ2/AHNAK/PRICKLE4/SLC2A1/CSRP1/MYOZ1/SCN8A/NEBL/SYNM/LMOD1/CAPZB/MYOM1/NEB/CFL2/ANK2/HRC/NEXN/COL6A1/MYL9/FLNC/SYNPO2/TPM2/KLHL41/JPH2/CASQ1/RYR2/ACTL8/ABRA/DES/SLC8A1/MYL2/ACTA1/MYOM3/DMD/TNNI3/MYBPC2/KRT8	48
CC	GO:0034703	cation channel complex	42/2183	204/19894	0.205882353	1.876236156	4.416404695	4.18E-05	0.001005942	0.000828841	HTR3B/RYR1/SCNN1B/CNGB3/KCNA5/KCNAB1/KCNIP4/SCN5A/CALM1/CASQ2/CACNG4/CNGA1/CNTNAP2/SCN8A/KCNS3/KCNMB3/KCND2/KCNMB1/KCNMB2/CACNB2/PKD2L1/LRRC26/KCNQ4/CNGA3/SESTD1/KCNG3/SCN2B/KCNA7/SCN2A/KCNMA1/SCNN1A/CTTN/RYR2/GRIK3/AKAP6/LRRC38/KCNH1/KCNQ5/CNGB1/CACNG7/KCNE2/DLG2	42
CC	GO:0045178	basal part of cell	56/2183	305/19894	0.183606557	1.673233556	4.159728718	7.68E-05	0.001781187	0.0014676	HPGD/STK39/SLC16A6/HSP90AA1/SLC4A4/CEACAM1/LEPR/SLC19A1/MSN/ERBB3/SLC26A6/SLCO1A2/ITGB4/AJAP1/GKN2/SLC2A1/SLCO2A1/AQP3/CA9/TF/TACSTD2/CLDN7/EPCAM/SLC22A4/SLC16A1/CASK/SLC43A2/ANK2/ATP1B1/KCNQ4/CDH17/ATP6V0A4/NKD2/CLDN4/SLC16A10/P2RY6/PHLDB2/PTH1R/FOLR1/AQP10/SLC7A8/ABCC1/MUC20/SLCO1B1/SLC29A4/SLC39A14/FRMPD2/CLDN1/ITGA9/SLCO4A1/SLCO1B3/S100G/C5AR1/DLG2/AQP5/CLDN11	56
CC	GO:0099634	postsynaptic specialization membrane	28/2183	120/19894	0.233333333	2.126400977	4.345020645	8.24E-05	0.001803462	0.001485953	CHRNA1/GRIN2D/CACNG4/TIAM1/NETO2/SYNDIG1/LRFN1/NETO1/SCN8A/NRCAM/KCND2/RGS7BP/GRIA3/GRIA2/ADGRB3/CHRM1/DAGLA/GRIK3/LRRTM1/KCNH1/LRFN5/NLGN1/CACNG7/CHRNB2/NLGN4X/PRRT1/DLG2/DCC	28
CC	GO:0016328	lateral plasma membrane	19/2183	68/19894	0.279411765	2.546320498	4.484271365	9.02E-05	0.001803462	0.001485953	SCN5A/CEACAM1/IQGAP3/ERBB3/GNA12/TACSTD2/CLDN7/EPCAM/SLC16A1/ATP1B1/NKD2/CLDN4/CLDN5/ABCC1/VANGL2/GJB1/CLDN1/DMD/CLDN18	19
CC	GO:0009925	basal plasma membrane	53/2183	286/19894	0.185314685	1.688799977	4.11921973	9.20E-05	0.001803462	0.001485953	HPGD/STK39/SLC16A6/HSP90AA1/SLC4A4/CEACAM1/LEPR/SLC19A1/MSN/ERBB3/SLC26A6/SLCO1A2/ITGB4/AJAP1/SLC2A1/SLCO2A1/AQP3/CA9/TF/TACSTD2/CLDN7/EPCAM/SLC22A4/SLC16A1/CASK/SLC43A2/ANK2/ATP1B1/KCNQ4/CDH17/ATP6V0A4/NKD2/CLDN4/SLC16A10/P2RY6/PTH1R/FOLR1/AQP10/SLC7A8/ABCC1/MUC20/SLCO1B1/SLC29A4/SLC39A14/FRMPD2/CLDN1/ITGA9/SLCO4A1/SLCO1B3/S100G/C5AR1/DLG2/AQP5	53
CC	GO:0001725	stress fiber	22/2183	85/19894	0.258823529	2.358696882	4.407133775	9.22E-05	0.001803462	0.001485953	FSCN1/ABLIM1/FAM107A/ABLIM3/PDLIM2/LDB3/ROR1/PGM5/FHOD1/RAI14/PRICKLE4/NEBL/FBLIM1/MYL9/MYLK/SYNPO2/DIXDC1/ACTL8/ACTA1/GAS2/SORBS1/XIRP1	22
CC	GO:0097517	contractile actin filament bundle	22/2183	85/19894	0.258823529	2.358696882	4.407133775	9.22E-05	0.001803462	0.001485953	FSCN1/ABLIM1/FAM107A/ABLIM3/PDLIM2/LDB3/ROR1/PGM5/FHOD1/RAI14/PRICKLE4/NEBL/FBLIM1/MYL9/MYLK/SYNPO2/DIXDC1/ACTL8/ACTA1/GAS2/SORBS1/XIRP1	22
CC	GO:0042641	actomyosin	23/2183	91/19894	0.252747253	2.30332288	4.374845188	9.58E-05	0.001816667	0.001496833	FSCN1/ABLIM1/KAT2B/FAM107A/ABLIM3/PDLIM2/LDB3/ROR1/PGM5/FHOD1/RAI14/PRICKLE4/NEBL/FBLIM1/MYL9/MYLK/SYNPO2/DIXDC1/ACTL8/ACTA1/GAS2/SORBS1/XIRP1	23
CC	GO:0000775	"chromosome, centromeric region"	48/2183	257/19894	0.186770428	1.702066374	3.977064478	0.000158778	0.00292338	0.002408704	CBX3/KIF2C/CDCA5/KNSTRN/TOP2A/CENPF/BUB1B/SPAG5/KAT2B/NEK2/CDCA8/AURKB/HJURP/CENPA/CDC20/KNTC1/MTBP/BIRC5/SPC25/SGO2/NUF2/SKA1/CENPN/CENPE/SPDL1/OIP5/KIF18A/KNL1/ZWINT/BUB1/CENPL/NDC80/ERCC6L/MAD2L1/CENPQ/CLIP1/CDT1/NCAPD2/ESCO2/CENPH/DYNLT3/SKA3/CENPK/CCNB1/DYNC1I1/ZNF618/FLYWCH1/CENPV	48
CC	GO:0030018	Z disc	29/2183	131/19894	0.221374046	2.017414231	4.101686736	0.000167195	0.002990407	0.00246393	SORBS2/RYR1/PDLIM2/KCNA5/LDB3/PGM5/SCN5A/CASQ2/PRICKLE4/SLC2A1/CSRP1/MYOZ1/SCN8A/NEBL/NEB/CFL2/ANK2/HRC/NEXN/MYL9/FLNC/SYNPO2/JPH2/CASQ1/RYR2/DES/SLC8A1/DMD/KRT8	29
CC	GO:1904724	tertiary granule lumen	16/2183	55/19894	0.290909091	2.651097322	4.304766474	0.000190161	0.003306689	0.00272453	CSTB/ILF2/CRISP3/DBNL/TNFAIP6/LTA4H/PRSS3/CFP/QSOX1/TCN1/MMP8/CDA/MMP9/PPBP/LTF/OLFM4	16
CC	GO:0000793	condensed chromosome	51/2183	281/19894	0.181494662	1.653987542	3.876199211	0.00021029	0.003557873	0.002931491	CBX3/KIF2C/KNSTRN/TOP2A/CENPF/BUB1B/SPAG5/KAT2B/NEK2/AURKB/HJURP/CENPA/CDC20/KNTC1/MTBP/P3H4/BIRC5/SPC25/SGO2/NUF2/SKA1/CENPN/BRCA1/CENPE/SPDL1/TOPBP1/KIF18A/RAD51/KNL1/ZWINT/BUB1/CENPL/RIF1/NDC80/SMC2/ERCC6L/MAD2L1/MKI67/CENPQ/CLIP1/CDT1/NCAPD2/BRCA2/CENPH/DYNLT3/SKA3/CENPK/CCNB1/DYNC1I1/SYCE2/CENPV	51
